koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,target,koi_disposition,kepid
206.76425774,2.57,,,,,,,,,,0,FALSE POSITIVE,7948619
362.49906,12.17,522.5,2.51,0.5297,10.3,277.0,1.4,6043.0,4.369,1.065,0,FALSE POSITIVE,7967210
190.65896,35.472,552.8,2.54,0.9508,18.3,281.0,1.46,5508.0,4.549,0.835,0,FALSE POSITIVE,7970194
509.997402,8.481,1267.0,2.62,0.0254,35.3,182.0,0.26,5037.0,4.54,0.756,1,CONFIRMED,7978202
1.50650036,2.762,45.4,0.81,0.684,15.0,1809.0,2520.53,6201.0,4.336,1.126,0,FALSE POSITIVE,8823893
194.48732212,3.6,,,,,,,,,,0,FALSE POSITIVE,8836224
374.878133,10.556,914.6,4.27,0.626,21.9,282.0,1.49,5636.0,4.218,1.354,1,CONFIRMED,8891684
5.2362026,3.148,2019.5,75.83,1.379,28.2,1378.0,853.62,6176.0,4.112,1.631,0,FALSE POSITIVE,8904714
48.55059299,1.79,,,,,,,,,,0,FALSE POSITIVE,9645188
247.372131,3.271,513.4,2.47,0.4257,12.4,290.0,1.67,5780.0,4.438,1.0,0,FALSE POSITIVE,9662475
95.254421,3.379,465.4,2.2,0.3116,6.1,413.0,6.89,6063.0,4.476,1.012,0,FALSE POSITIVE,9705620
425.483539,17.856,996.6,3.2,0.03,19.6,248.0,0.89,5977.0,4.473,1.022,1,CONFIRMED,9715631
7.863361238,3.42771,18156.7,22.7,0.869,723.3,1057.0,294.86,5615.0,4.136,1.4,0,FALSE POSITIVE,9724993
120.16983803,3.19,,,,,,,,,,0,FALSE POSITIVE,10677763
0.745086745,4.29,270.0,1.29,0.626,61.4,1654.0,1775.23,5325.0,4.607,0.75,0,FALSE POSITIVE,10724569
247.47724314,7.6,,,,,,,,,,0,FALSE POSITIVE,10734441
6.10968225,5.735,60.3,0.79,0.108,18.6,1093.0,337.78,6024.0,4.309,1.009,1,CONFIRMED,10777591
11.8045536,3.195,128.9,0.94,0.1533,7.0,660.0,44.76,4971.0,4.482,0.857,0,FALSE POSITIVE,7982917
3.1748772,7.089,1741.0,8.8,0.94,98.6,1410.0,933.1,5116.0,3.994,1.619,0,FALSE POSITIVE,8016211
371.18648,19.929,317.9,2.06,0.0845,18.1,291.0,1.68,6231.0,4.34,1.152,0,FALSE POSITIVE,8025718
10.90962154,17.8024,499921.0,149.1,0.146,2345.1,1127.0,381.27,5323.0,3.714,2.064,0,FALSE POSITIVE,8935352
27.0779813,138.54,347.5,2.03,0.957,139.4,597.0,29.98,5906.0,4.467,0.85,0,FALSE POSITIVE,8939211
1.827660875,3.986,46676.8,42.1,1.026,890.3,1664.0,1811.72,6352.0,4.427,1.072,0,FALSE POSITIVE,8939650
376.554588,3.182,481.0,2.0,0.0963,5.4,247.0,0.88,5926.0,4.519,0.913,0,FALSE POSITIVE,8949512
538.4263,12.751,242.0,3.2,0.3917,16.2,322.0,2.53,5962.0,3.882,2.028,0,FALSE POSITIVE,8955741
94.20561159,6.62,,,,,,,,,,0,FALSE POSITIVE,9758615
378.70643955,14.66,,,,,,,,,,0,FALSE POSITIVE,9771920
78.4286313,3.7368,83303.0,85.77,1.388,112.6,425.0,7.74,5780.0,4.438,1.0,0,FALSE POSITIVE,9775475
2.53021,21.79,367.9,41.44,1.275,24.2,1543.0,1338.82,5780.0,4.178,1.296,0,FALSE POSITIVE,9780149
2.249000963,9.6022,58776.2,59.61,0.68,1159.5,2126.0,4838.14,6025.0,3.8,2.293,0,FALSE POSITIVE,9786017
121.62387378,2.73,,,,,,,,,,0,FALSE POSITIVE,9837659
432.074696,4.763,1088.0,2.39,0.1559,7.6,193.0,0.32,5183.0,4.608,0.739,0,FALSE POSITIVE,10879247
460.77905,15.541,239.3,4.24,0.324,12.7,387.0,5.32,6126.0,3.731,2.717,0,FALSE POSITIVE,10905641
3.21318517,15.47,2046.1,8.24,0.924,662.9,1710.0,2017.35,6712.0,4.159,1.513,0,FALSE POSITIVE,10920086
331.78248134,4.94,,,,,,,,,,0,FALSE POSITIVE,10958972
1.20608769,2.2272,1660.6,44.46,1.253,66.9,1941.0,3353.78,5657.0,4.186,1.355,0,FALSE POSITIVE,8029848
613.82905,18.18,148.2,2.85,0.2616,10.2,307.0,2.1,5636.0,3.809,2.357,0,FALSE POSITIVE,8035322
476.80454,10.65,143.6,1.12,0.5619,5.7,227.0,0.63,5806.0,4.473,0.901,0,FALSE POSITIVE,8036863
4.09513876,2.462,181.7,1.75,0.97,11.6,1122.0,374.3,5858.0,4.495,0.963,1,CONFIRMED,8037038
0.779615874,3.932,81.5,0.83,0.699,22.0,1847.0,2735.51,5764.0,4.548,0.863,0,FALSE POSITIVE,8043968
224.469892,2.952,458.6,2.35,0.2691,5.5,323.0,2.58,5911.0,4.337,1.091,0,FALSE POSITIVE,8975776
113.556471,2.383,278.7,6.76,0.1828,7.6,651.0,42.48,4842.0,3.167,4.164,0,FALSE POSITIVE,8979500
208.02789,10.82,255.0,1.04,0.6065,8.8,196.0,0.35,4285.0,4.63,0.632,0,FALSE POSITIVE,9003126
308.024953,2.665,352.6,3.55,0.3366,10.2,345.0,3.35,5220.0,3.808,1.887,0,FALSE POSITIVE,9008125
1.33261458,5.161,1335.3,3.65,0.936,17.5,1208.0,505.52,4611.0,4.551,0.76,0,FALSE POSITIVE,9838414
105.895315,2.581,1227.0,2.69,0.093,7.0,323.0,2.58,5271.0,4.548,0.781,0,FALSE POSITIVE,9845362
61.224558,4.103,544.2,2.76,0.571,9.7,525.0,17.89,6343.0,4.408,1.14,0,FALSE POSITIVE,9845931
28.507877538,3.13331,24372.3,27.79,1.025,449.0,613.0,33.32,6131.0,4.497,0.945,0,FALSE POSITIVE,9847239
444.46522,0.767,4084.0,30.17,1.2803,9.0,189.0,0.3,5134.0,4.609,0.746,0,FALSE POSITIVE,9848760
8.48039,6.134,133.7,1.23,0.008,12.0,969.0,208.42,6193.0,4.434,1.067,0,FALSE POSITIVE,9850843
72.0153825,2.548,177.7,6.94,0.6038,6.8,783.0,88.86,5099.0,3.299,5.032,0,FALSE POSITIVE,7019580
21.12752693,2.253,51.8,20.93,0.157,18.4,2349.0,7200.22,4024.0,1.672,30.882,0,FALSE POSITIVE,7022603
23.9341825,1.607,228.1,1.03,0.0465,6.5,432.0,8.27,4415.0,4.58,0.715,0,FALSE POSITIVE,7024045
87.775799,1.862,450.0,2.44,0.8114,6.3,409.0,6.61,5604.0,4.375,1.025,0,FALSE POSITIVE,7035812
65.67350728,2.73,,,,,,,,,,0,FALSE POSITIVE,7038988
222.06409878,2.89,,,,,,,,,,0,FALSE POSITIVE,7041972
35.882272887,3.95004,101231.0,35.21,0.858,3096.9,512.0,16.3,5840.0,4.57,0.812,0,FALSE POSITIVE,7047299
8.780603773,3.16989,90027.8,52.34,1.127,1406.9,775.0,85.17,5487.0,4.563,0.832,0,FALSE POSITIVE,8075618
224.150923,12.455,348.6,2.41,0.019,34.2,369.0,4.4,6072.0,4.133,1.286,1,CONFIRMED,8105398
551.49832,40.92,1874.4,4.89,0.9478,37.0,215.0,0.51,5926.0,4.532,0.887,0,FALSE POSITIVE,8106139
351.2878737,11.2066,134634.0,38.47,0.712,1002.8,252.0,0.96,5911.0,4.519,0.914,0,FALSE POSITIVE,8108437
46.50446209,1.37,,,,,,,,,,0,FALSE POSITIVE,9016592
124.091252,2.172,281.4,1.3,0.031,5.7,305.0,2.04,5275.0,4.571,0.792,0,FALSE POSITIVE,9024568
212.771978,2.115,1239.0,2.84,0.2065,6.9,255.0,1.0,5122.0,4.505,0.824,0,FALSE POSITIVE,9875101
18.0766788,3.06,28831.0,19.47,0.822,26.6,694.0,54.73,5780.0,4.438,1.0,0,FALSE POSITIVE,9896438
1.33255577,4.282,126.5,0.97,0.199,15.4,1420.0,961.41,5122.0,4.469,0.881,0,FALSE POSITIVE,9899514
1.33259275,4.014,79.1,0.97,0.833,15.9,1703.0,1983.27,6091.0,4.487,0.967,0,FALSE POSITIVE,9899607
36.6092739,1.835,1102.0,52.42,0.26,7.6,1623.0,1640.55,4770.0,2.319,16.114,0,FALSE POSITIVE,9908486
0.812592362,1.5646,6945.8,25.84,1.007,226.6,2912.0,16928.43,7117.0,4.153,1.64,0,FALSE POSITIVE,7107567
81.871309,1.606,98.2,1.12,0.1996,5.4,480.0,12.59,6343.0,4.375,1.115,0,FALSE POSITIVE,7109680
0.566805859,3.835,61.1,1.25,0.724,21.5,2858.0,15850.69,6413.0,4.203,1.494,0,FALSE POSITIVE,7115671
326.36595188,3.75,,,,,,,,,,0,FALSE POSITIVE,7123580
520.58269,2.264,348.0,1.94,0.045,6.0,244.0,0.83,6210.0,4.45,1.033,0,FALSE POSITIVE,7123614
0.718643659,2.51246,124930.0,50.85,0.922,575.0,2002.0,3813.75,5853.0,4.483,0.934,0,FALSE POSITIVE,8155368
17.946328114,8.15905,102994.0,66.65,0.774,3497.6,845.0,120.63,5228.0,3.906,1.722,0,FALSE POSITIVE,8179747
204.818268,1.93,303.6,5.18,0.346,5.4,525.0,17.9,6060.0,3.65,2.93,0,FALSE POSITIVE,8192427
23.81490574,1.9948,79201.0,63.1,0.772,444.4,847.0,121.57,5421.0,3.79,1.89,0,FALSE POSITIVE,9049550
1.3274511,3.465,123.6,0.66,0.245,16.6,1009.0,243.87,4137.0,4.646,0.61,0,FALSE POSITIVE,9049697
209.238576,2.245,154.7,1.43,0.2683,5.4,354.0,3.72,6302.0,4.345,1.135,0,FALSE POSITIVE,9087071
1.166835206,2.17596,15527.2,96.28,1.257,388.6,3457.0,33728.08,8982.0,4.111,2.123,0,FALSE POSITIVE,9911112
230.70578883,2.69,,,,,,,,,,0,FALSE POSITIVE,9933600
4.99471597,3.44,53.0,2.2,0.698,14.1,1861.0,2836.06,6409.0,3.706,2.83,0,FALSE POSITIVE,9934274
27.659607786,4.16321,318404.0,50.7,0.604,4791.0,499.0,14.66,5310.0,4.593,0.768,0,FALSE POSITIVE,9941387
476.727302,9.327,1035.7,23.42,0.008,17.9,530.0,18.64,5068.0,2.827,7.417,0,FALSE POSITIVE,9941550
22.0495604,3.428,134.5,1.9,0.651,15.4,912.0,163.51,6821.0,4.176,1.548,0,FALSE POSITIVE,7138841
150.70039392,2.82,,,,,,,,,,0,FALSE POSITIVE,7174911
44.48477463,1.67,,,,,,,,,,0,FALSE POSITIVE,7176424
93.6452481,2.12,,,,,,,,,,0,FALSE POSITIVE,7184556
574.69029,4.269,276.8,1.26,0.004,7.2,191.0,0.31,5503.0,4.557,0.764,0,FALSE POSITIVE,7189825
280.1604956,2.8637,12946.0,19.25,1.04,54.5,237.0,0.74,5387.0,4.581,0.799,0,FALSE POSITIVE,8223655
370.46262,9.541,347.9,2.03,0.2421,12.1,284.0,1.53,6295.0,4.401,1.08,0,FALSE POSITIVE,8229361
116.301793,2.253,649.0,2.18,0.4631,6.3,336.0,3.01,5593.0,4.552,0.842,0,FALSE POSITIVE,8234889
480.19416,10.76,372.3,1.79,0.1548,9.1,235.0,0.72,6072.0,4.51,0.923,0,FALSE POSITIVE,8241258
368.49828,14.903,581.9,1.86,0.1772,18.0,214.0,0.5,5255.0,4.527,0.783,0,FALSE POSITIVE,8241736
6.993576155,21.2695,2924.0,101.15,1.317,643.3,1605.0,1569.11,6565.0,3.803,2.467,0,FALSE POSITIVE,8242350
223.52131732,3.27,,,,,,,,,,0,FALSE POSITIVE,8244947
1.811461128,8.42343,921671.0,373.77,0.309,3934.3,3438.0,33024.44,8572.0,3.776,3.034,0,FALSE POSITIVE,9101279
2.17491508,8.4418,635412.0,193.73,0.719,1572.0,2009.0,3847.36,6792.0,4.143,1.636,0,FALSE POSITIVE,9108058
24.5002702,4.079,153.5,0.73,0.405,13.3,409.0,6.61,4519.0,4.688,0.597,0,FALSE POSITIVE,9116075
2.16402661,2.78,,,,,,,,,,0,FALSE POSITIVE,9117123
392.89275632,4.93,,,,,,,,,,0,FALSE POSITIVE,9118858
114.734287,3.724,242.9,1.1,0.3694,6.7,296.0,1.82,5083.0,4.569,0.71,0,FALSE POSITIVE,9137257
1.340649911,5.0912,627633.0,127.25,0.561,791.0,2004.0,3824.87,6332.0,4.26,1.222,0,FALSE POSITIVE,9954225
30.69537638,5.6634,19941.0,19.39,0.846,186.8,662.0,45.29,6185.0,4.356,1.192,0,FALSE POSITIVE,9957659
30.69533113,5.94855,88771.2,69.4,1.041,7846.3,737.0,69.65,6335.0,4.171,1.286,0,FALSE POSITIVE,9957668
49.873958,1.351,562.0,1.5,0.4119,5.7,366.0,4.26,4979.0,4.632,0.629,0,FALSE POSITIVE,9967398
114.25041494,2.11,,,,,,,,,,0,FALSE POSITIVE,7192680
407.97623,14.69,237.5,4.63,0.0598,11.2,498.0,14.53,7612.0,3.787,2.968,0,FALSE POSITIVE,7203858
239.25578975,5.21,,,,,,,,,,0,FALSE POSITIVE,7207081
6.279888981,5.5086,1514.6,196.78,1.244,150.5,1931.0,3281.24,5057.0,3.137,6.222,0,FALSE POSITIVE,8255058
37.47695717,1.46,,,,,,,,,,0,FALSE POSITIVE,8265239
519.80221867,14.9678,77183.1,40.88,0.894,2502.9,216.0,0.51,5310.0,4.356,1.03,0,FALSE POSITIVE,8288404
48.9200563,2.295,333.9,1.71,0.6077,7.0,456.0,10.22,5375.0,4.433,0.899,0,FALSE POSITIVE,8300828
469.61309,13.709,1234.7,3.24,0.906,18.2,200.0,0.37,5474.0,4.598,0.763,1,CONFIRMED,9141355
583.73632,15.75,338.6,2.65,0.126,11.4,266.0,1.19,6003.0,4.176,1.442,0,FALSE POSITIVE,9142225
502.658,19.51,216.0,0.69,0.3138,10.0,116.0,0.04,3754.0,4.773,0.473,0,FALSE POSITIVE,9142334
243.954706,2.562,291.7,1.35,0.1207,5.2,257.0,1.03,5578.0,4.578,0.794,0,FALSE POSITIVE,9153246
12.71368909,1.875,192.2,1.09,0.196,9.8,700.0,56.78,5715.0,4.586,0.782,0,FALSE POSITIVE,10002266
25.26363805,2.72,,,,,,,,,,0,FALSE POSITIVE,10004515
1.391716834,1.421,41.0,36.19,0.233,9.7,8346.0,1150147.99,3749.0,0.833,59.684,0,FALSE POSITIVE,10004772
70.516233809,4.09296,330180.0,52.74,0.587,3168.8,390.0,5.47,5511.0,4.531,0.789,0,FALSE POSITIVE,10006096
2.645596805,2.9095,1272.7,167.05,1.239,166.8,2452.0,8539.63,4980.0,3.167,5.443,0,FALSE POSITIVE,10007492
105.6327297,2.73,,,,,,,,,,0,FALSE POSITIVE,10018364
274.553579,5.95,218.3,1.66,0.1125,6.7,322.0,2.55,6267.0,4.334,1.118,0,FALSE POSITIVE,7255910
251.02304011,3.11,,,,,,,,,,0,FALSE POSITIVE,7256460
1.80774253,2.637,592.6,5.29,0.9062,15.1,1822.0,2606.24,5164.0,3.88,1.779,0,FALSE POSITIVE,7258902
28.7369766,1.586,525.0,1.95,0.1108,5.5,550.0,21.64,5722.0,4.547,0.854,0,FALSE POSITIVE,7345136
2.45649061,2.844,287.8,14.14,0.167,21.0,3440.0,33039.62,4870.0,2.486,8.531,0,FALSE POSITIVE,7352727
98.51783198,1.65,,,,,,,,,,0,FALSE POSITIVE,7375100
457.513348,5.763,562.5,25.18,0.9613,3.9,512.0,16.21,5047.0,2.966,7.821,0,FALSE POSITIVE,8308639
224.02589924,2.93,,,,,,,,,,0,FALSE POSITIVE,8313697
323.77153,17.57,353.7,1.44,0.083,10.6,216.0,0.52,5196.0,4.586,0.784,0,FALSE POSITIVE,8351919
40.0389613,1.711,109.4,0.95,0.3619,5.7,517.0,16.85,5701.0,4.437,0.903,0,FALSE POSITIVE,8352016
22.571972634,4.00349,79325.7,46.14,1.056,1040.1,617.0,34.24,5645.0,4.431,0.871,0,FALSE POSITIVE,8364969
1.018861199,6.5005,291214.0,93.47,0.358,911.3,2505.0,9299.2,6225.0,4.009,1.672,0,FALSE POSITIVE,8380743
80.519237,4.044,92.5,1.08,0.102,7.2,476.0,12.11,6251.0,4.378,1.119,0,FALSE POSITIVE,9159461
149.356804,15.415,171.6,2.92,0.1627,14.0,560.0,23.18,6569.0,3.842,2.203,0,FALSE POSITIVE,9164003
50.47759052,2.02,,,,,,,,,,0,FALSE POSITIVE,9178502
2.79123954,2.843,154.8,2.22,0.709,25.3,1771.0,2322.96,6407.0,4.111,1.668,0,FALSE POSITIVE,9180282
223.31769215,3.54,,,,,,,,,,0,FALSE POSITIVE,9181402
44.637111,5.868,282.5,1.28,0.029,9.4,432.0,8.22,5222.0,4.518,0.78,0,FALSE POSITIVE,10023469
365.620697,32.263,27188.0,12.75,0.4173,671.1,215.0,0.5,5273.0,4.531,0.768,0,FALSE POSITIVE,10074700
191.272501,3.064,286.5,1.59,0.504,5.8,310.0,2.18,5727.0,4.43,0.918,0,FALSE POSITIVE,10096697
575.42002,17.22,401.7,1.91,0.1538,11.7,225.0,0.61,6025.0,4.448,0.949,0,FALSE POSITIVE,7386200
368.72715,5.06,426.6,1.55,0.3411,6.4,215.0,0.51,5401.0,4.569,0.749,0,FALSE POSITIVE,7456380
100.303613,10.578,488038.0,78.77,0.388,354.7,421.0,7.41,6060.0,4.397,1.046,0,FALSE POSITIVE,8414914
0.83620025,3.7127,331275.0,65.64,0.56,145.4,1932.0,3299.29,5780.0,4.438,1.0,0,FALSE POSITIVE,8432034
616.34132,12.724,1287.0,2.11,0.28,12.5,131.0,0.07,4197.0,4.659,0.588,0,FALSE POSITIVE,9216231
390.40832,7.916,251.9,0.63,0.0407,8.5,115.0,0.04,3659.0,4.858,0.4,0,FALSE POSITIVE,10130646
191.528018,2.342,171.8,1.32,0.0258,6.4,334.0,2.95,6054.0,4.416,1.009,0,FALSE POSITIVE,10132552
386.59946,3.305,380.7,1.89,0.2307,5.8,259.0,1.06,6137.0,4.487,0.963,0,FALSE POSITIVE,10132908
15.4032765,3.246,253.0,1.32,0.623,9.2,626.0,36.41,5272.0,4.508,0.799,0,FALSE POSITIVE,10141271
61.0011095,1.049,408.0,2.55,0.7091,4.6,536.0,19.57,6418.0,4.395,1.171,0,FALSE POSITIVE,10158715
198.232389,1.919,416.4,2.28,0.0297,5.7,352.0,3.64,6263.0,4.382,1.113,0,FALSE POSITIVE,10161534
0.66062715,4.56,248.5,26.13,1.208,7.8,2327.0,6966.29,6322.0,4.426,1.075,0,FALSE POSITIVE,7458433
456.5734,5.465,397.5,7.88,0.1768,7.6,413.0,6.88,5002.0,3.216,4.042,0,FALSE POSITIVE,7468295
601.13797,15.26,172.8,1.81,0.057,9.9,254.0,0.99,5786.0,4.155,1.388,0,FALSE POSITIVE,7516073
344.06248,15.6,136.3,5.26,0.935,17.7,589.0,28.42,7664.0,3.611,3.697,0,FALSE POSITIVE,7538450
39.94344731,1.71,,,,,,,,,,0,FALSE POSITIVE,7539174
466.90824,2.64,660.0,2.19,0.0868,5.4,210.0,0.46,5340.0,4.456,0.867,0,FALSE POSITIVE,7550875
361.30991,12.968,275.6,7.07,0.0802,10.6,422.0,7.5,4911.0,3.354,4.419,0,FALSE POSITIVE,8442463
199.4424134,7.2533,32171.9,56.11,1.1877,486.4,344.0,3.32,5869.0,4.288,1.17,0,FALSE POSITIVE,8474892
31.59115876,2.6431,1434.4,72.91,1.247,83.5,783.0,88.84,5178.0,3.714,2.295,0,FALSE POSITIVE,8480642
356.99135,17.03,747.8,2.47,0.2437,13.8,240.0,0.78,5539.0,4.467,0.913,0,FALSE POSITIVE,8482513
96.120478,1.125,285.4,2.08,0.5381,6.0,460.0,10.62,6038.0,4.245,1.186,0,FALSE POSITIVE,8487777
9.63647672,2.999,47.6,2.02,0.046,11.1,1243.0,565.04,5125.0,3.631,3.007,0,FALSE POSITIVE,8495232
45.680876,2.293,350.3,14.5,0.206,3.7,1215.0,514.91,4835.0,2.608,7.917,0,FALSE POSITIVE,8499922
43.169798,9.686,120.8,1.47,0.5639,6.9,615.0,33.77,5929.0,4.176,1.292,0,FALSE POSITIVE,8505674
322.544807,11.236,88.0,0.68,0.0183,12.1,219.0,0.55,5359.0,4.611,0.741,0,FALSE POSITIVE,11465869
22.57494749,36.756,1344.1,49.49,1.271,302.6,860.0,129.25,6581.0,4.192,1.468,0,FALSE POSITIVE,11506938
85.5692223,4.954,539.2,6.85,0.98,18.2,536.0,19.51,5361.0,3.856,1.951,0,FALSE POSITIVE,11513441
422.255426,4.974,1935.0,5.09,0.3769,17.4,277.0,1.39,6273.0,4.364,1.139,0,FALSE POSITIVE,11599800
471.39698,10.714,329.9,1.87,0.3379,13.1,265.0,1.16,6587.0,4.463,1.008,0,FALSE POSITIVE,11603298
436.42852,13.8,163.9,1.26,0.3772,9.2,245.0,0.86,5997.0,4.466,0.971,0,FALSE POSITIVE,11654039
64.713168094,5.69869,312970.0,62.03,0.573,3582.5,482.0,12.8,6175.0,4.44,0.974,0,FALSE POSITIVE,11924426
1.036592136,2.296,2118.2,293.01,1.25,150.6,4194.0,73013.77,4884.0,2.737,8.747,0,FALSE POSITIVE,11968514
371.54879,9.841,125.6,1.13,0.6743,10.1,230.0,0.66,5225.0,4.41,0.954,0,FALSE POSITIVE,12156805
226.499243,1.328,127.4,0.89,0.266,4.7,245.0,0.86,5093.0,4.525,0.798,0,FALSE POSITIVE,12165063
2.61594288,6.45,72.1,0.92,0.711,13.4,1370.0,831.27,6063.0,4.476,1.012,0,FALSE POSITIVE,12257851
1.686009643,1.1818,390.4,1.81,0.566,48.5,1442.0,1024.99,5783.0,4.539,0.88,0,FALSE POSITIVE,12265150
344.961485,3.023,427.9,1.61,0.3073,6.2,230.0,0.66,5481.0,4.51,0.775,0,FALSE POSITIVE,10964747
163.820347,1.331,1196.0,2.59,0.2012,7.0,251.0,0.93,4822.0,4.594,0.771,0,FALSE POSITIVE,12405436
151.577009,2.59,467.9,3.67,0.0653,9.3,502.0,14.96,6854.0,4.106,1.674,0,FALSE POSITIVE,12417572
259.34304,16.04,349.7,6.04,0.447,13.1,449.0,9.65,5490.0,3.629,3.204,1,CONFIRMED,11037818
8.34410791,1.606,255.2,1.75,0.546,9.9,993.0,229.93,6321.0,4.434,1.058,0,FALSE POSITIVE,11046870
545.45623972,5.91,,,,,,,,,,0,FALSE POSITIVE,12645262
2.709570339,5.57527,13170.8,223.75,1.238,900.9,2427.0,8211.89,5030.0,3.18,5.208,0,FALSE POSITIVE,12645761
0.855294909,2.89112,6771.6,49.03,1.269,870.3,2137.0,4916.23,5846.0,4.27,1.207,0,FALSE POSITIVE,12736658
350.609298,1.621,369.5,3.88,0.0409,3.6,405.0,6.37,6658.0,3.934,1.992,0,FALSE POSITIVE,12835139
452.40428,17.2,216.7,1.58,0.6038,8.2,256.0,1.01,6195.0,4.437,1.029,0,FALSE POSITIVE,11073238
0.699985822,3.02633,389433.0,46.27,0.28,626.9,1653.0,1761.47,5264.0,4.617,0.724,0,FALSE POSITIVE,11076176
35.8726918,4.402,916.3,62.51,0.963,24.6,1670.0,1837.31,5254.0,2.494,15.369,0,FALSE POSITIVE,11090561
9.8788502,2.951,454.7,2.64,0.732,13.4,1003.0,238.98,6477.0,4.361,1.148,1,CONFIRMED,11176166
386.22400908,4.93,,,,,,,,,,0,FALSE POSITIVE,11199233
588.63759,3.84,322.1,1.52,0.3978,7.4,185.0,0.28,5135.0,4.479,0.849,0,FALSE POSITIVE,11338918
9.8338474,14.585,57.6,0.98,0.733,23.8,946.0,188.78,5929.0,4.308,1.202,0,FALSE POSITIVE,11341314
1.080695116,7.449,312773.0,155.22,0.62,198.8,3344.0,29671.05,7796.0,3.937,2.34,0,FALSE POSITIVE,11401845
24.0733775,19.612,1325.7,27.78,0.914,76.9,1263.0,601.46,4647.0,2.843,6.055,0,FALSE POSITIVE,8517303
232.040326,12.235,290.8,2.05,0.61,15.2,327.0,2.71,5903.0,4.3,1.156,1,CONFIRMED,10055126
61.569765,9.75,298.3,2.44,0.486,10.9,530.0,18.66,5626.0,4.149,1.389,1,CONFIRMED,9285265
1.71029474,2.946,158.9,1.04,0.825,14.5,1267.0,610.77,5365.0,4.586,0.729,0,FALSE POSITIVE,6525209
31.8245304,4.17,79.0,0.8,0.681,7.7,589.0,28.37,6338.0,4.545,0.847,1,CONFIRMED,6368175
1.838514245,3.2601,118965.0,57.6,0.947,470.0,1572.0,1447.16,5799.0,4.326,1.055,0,FALSE POSITIVE,2309587
8.412008943,5.41096,136113.0,50.83,0.539,5696.2,1100.0,345.76,6247.0,4.225,1.314,0,FALSE POSITIVE,2445134
3.912679136,3.556,291510.0,1794.2,23.127,1229.9,1018.0,253.12,5616.0,4.553,0.72,0,FALSE POSITIVE,3241344
7.544804312,8.2678,6501.7,63.99,1.266,587.2,1233.0,546.03,5953.0,3.984,1.609,0,FALSE POSITIVE,3347485
2.283466438,7.7999,864260.0,218.79,0.457,1103.1,2014.0,3883.24,6723.0,4.089,1.719,0,FALSE POSITIVE,2161623
0.692807507,1.49242,25338.3,46.44,1.196,260.9,2057.0,4211.9,5780.0,4.438,1.0,0,FALSE POSITIVE,2707097
17.279290765,5.07591,164308.0,27.66,0.496,2841.5,556.0,22.63,5251.0,4.623,0.658,0,FALSE POSITIVE,2719873
4.326946311,5.55905,409031.0,106.99,0.482,4247.8,1481.0,1137.15,6231.0,4.078,1.501,0,FALSE POSITIVE,8590780
527.29093,14.305,200.8,1.3,0.2371,16.0,216.0,0.51,5671.0,4.466,0.919,0,FALSE POSITIVE,8613338
168.858303,12.964,119.1,2.41,0.0436,9.7,526.0,18.16,6608.0,3.907,2.189,0,FALSE POSITIVE,8646141
5.34264143,2.453,691.3,1.72,0.021,19.9,799.0,96.47,5101.0,4.63,0.67,1,CONFIRMED,8653134
19.38444245,20.5899,3372.0,28.3,0.203,685.3,1185.0,466.04,4968.0,3.291,5.026,0,FALSE POSITIVE,8702921
2.179924994,4.87581,253149.0,60.99,0.711,4541.1,1448.0,1040.63,6106.0,4.487,0.966,0,FALSE POSITIVE,8957954
10.135401047,5.6831,256062.0,89.16,0.704,4311.3,1035.0,270.76,5895.0,4.103,1.415,0,FALSE POSITIVE,8984706
2.02487934,1.621,145.8,1.0,0.3797,7.7,1284.0,643.17,5440.0,4.496,0.825,0,FALSE POSITIVE,4247807
5.71668787,1.97,431.7,1.92,0.616,11.8,955.0,196.51,5638.0,4.488,0.883,1,CONFIRMED,8030339
51.1658019,4.637,259.2,1.51,0.817,12.2,398.0,5.96,4963.0,4.501,0.826,1,CONFIRMED,8037145
12.4249559,16.332,110.4,0.88,0.174,17.6,703.0,57.8,5524.0,4.54,0.847,0,FALSE POSITIVE,5471059
12.427135,12.81,32.5,1.05,0.011,4.2,1143.0,403.8,6561.0,4.054,1.821,0,FALSE POSITIVE,5471675
1.946198513,4.0336,130722.0,52.58,0.249,902.8,1853.0,2779.44,6224.0,4.165,1.433,0,FALSE POSITIVE,3530668
30.4838006,2.6,18441.0,23.87,1.222,9.4,315.0,2.32,3857.0,4.717,0.531,0,FALSE POSITIVE,3831911
5.7584367,2.587,736.6,66.22,0.101,26.8,3389.0,31195.25,4754.0,2.194,25.287,0,FALSE POSITIVE,3852258
25.9522913,10.977,557.8,2.03,0.142,14.0,567.0,24.49,5692.0,4.547,0.866,0,FALSE POSITIVE,3858919
8.58599537,2.4078,818.0,39.03,0.316,36.9,2319.0,6831.52,4805.0,2.605,13.941,0,FALSE POSITIVE,3869326
9.892240848,4.1774,5283.2,40.38,1.28,314.0,907.0,160.25,6225.0,4.461,1.009,0,FALSE POSITIVE,3971315
1.129848432,2.07578,4658.5,120.13,1.042,490.6,3553.0,37690.9,4846.0,2.984,7.102,0,FALSE POSITIVE,2997455
